Region,Market,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Czechia,Oils & Fats,Revenue Change,Other Oils & Fats,percent,Statista,,-13.047,4.523,10.401,10.375,2.803,3.629,14.243,10.043,3.383,3.729,3.668,3.751,-1.432
Czechia,Oils & Fats,Average Revenue per Capita,Total,USD (US$),Statista,34.82,30.2,31.47,34.62,38.07,38.99,40.26,45.86,43.99,50.23,52.2,54.15,56.28,55.41
Czechia,Oils & Fats,Average Revenue per Capita,Butter,USD (US$),Statista,10.84,9.422,9.836,10.84,11.95,12.26,12.68,14.48,15.89,16.39,16.97,17.58,18.22,17.74
Czechia,Oils & Fats,Average Revenue per Capita,Edible Oils,USD (US$),Statista,9.763,8.483,8.855,9.758,10.75,11.03,11.41,13.02,10.32,13.76,14.42,15.04,15.68,15.65
Czechia,Oils & Fats,Average Revenue per Capita,Margarine,USD (US$),Statista,6.131,5.272,5.446,5.939,6.474,6.572,6.726,7.594,5.954,7.853,8.138,8.397,8.753,8.582
Czechia,Oils & Fats,Average Revenue per Capita,Other Oils & Fats,USD (US$),Statista,8.09,7.028,7.334,8.08,8.898,9.127,9.439,10.77,11.84,12.23,12.67,13.13,13.63,13.43
Czechia,Oils & Fats,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.738,99.706,99.67,99.63,99.583,99.529,,
Czechia,Oils & Fats,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.262,0.294,0.33,0.37,0.417,0.471,,
Czechia,Oils & Fats,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Oils & Fats,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Oils & Fats,Volume,Total,million kilograms,Statista,60.732,60.086,59.691,59.255,57.325,58.241,58.431,58.703,50.769,57.507,58.634,59.643,60.8,58.715
Czechia,Oils & Fats,Volume,Butter,million kilograms,Statista,15.887,15.647,15.473,15.291,14.726,14.894,14.959,15.029,15.151,15.295,15.537,15.78,16.037,15.313
Czechia,Oils & Fats,Volume,Edible Oils,million kilograms,Statista,16.849,16.774,16.768,16.75,16.307,16.671,16.778,16.921,12.322,16.075,16.524,16.908,17.282,16.909
Czechia,Oils & Fats,Volume,Margarine,million kilograms,Statista,13.776,13.574,13.429,13.275,12.788,12.935,12.88,12.851,9.257,11.945,12.145,12.29,12.562,12.075
Czechia,Oils & Fats,Volume,Other Oils & Fats,million kilograms,Statista,14.22,14.091,14.02,13.939,13.505,13.741,13.813,13.903,14.039,14.192,14.429,14.665,14.918,14.418
Czechia,Oils & Fats,Volume Change,Total,percent,Statista,,-1.062,-0.658,-0.73,-3.256,1.597,0.326,0.466,-13.515,13.272,1.959,1.72,1.939,-3.428
Czechia,Oils & Fats,Volume Change,Butter,percent,Statista,,-1.51,-1.108,-1.179,-3.693,1.138,0.441,0.462,0.815,0.953,1.58,1.564,1.628,-4.515
Czechia,Oils & Fats,Volume Change,Edible Oils,percent,Statista,,-0.442,-0.036,-0.108,-2.649,2.234,0.644,0.848,-27.178,30.457,2.793,2.326,2.212,-2.159
Czechia,Oils & Fats,Volume Change,Margarine,percent,Statista,,-1.465,-1.069,-1.148,-3.67,1.155,-0.426,-0.231,-27.963,29.04,1.668,1.198,2.212,-3.874
Czechia,Oils & Fats,Volume Change,Other Oils & Fats,percent,Statista,,-0.907,-0.505,-0.579,-3.112,1.746,0.525,0.654,0.977,1.088,1.67,1.636,1.731,-3.355
Czechia,Oils & Fats,Average Volume per Capita,Total,kilograms,Statista,5.734,5.668,5.621,5.569,5.375,5.449,5.456,5.474,4.729,5.352,5.453,5.545,5.651,5.458
Czechia,Oils & Fats,Average Volume per Capita,Butter,kilograms,Statista,1.5,1.476,1.457,1.437,1.381,1.393,1.397,1.401,1.411,1.423,1.445,1.467,1.491,1.423
Czechia,Oils & Fats,Average Volume per Capita,Edible Oils,kilograms,Statista,1.591,1.582,1.579,1.574,1.529,1.56,1.567,1.578,1.148,1.496,1.537,1.572,1.606,1.572
Czechia,Oils & Fats,Average Volume per Capita,Margarine,kilograms,Statista,1.301,1.28,1.265,1.248,1.199,1.21,1.203,1.198,0.862,1.112,1.129,1.143,1.168,1.122
Czechia,Oils & Fats,Average Volume per Capita,Other Oils & Fats,kilograms,Statista,1.343,1.329,1.32,1.31,1.266,1.285,1.29,1.296,1.308,1.321,1.342,1.363,1.387,1.34
Czechia,Butter,Price per Unit,Average,USD (US$),Statista,7.227,6.384,6.75,7.545,8.652,8.798,9.08,10.33,11.26,11.52,11.75,11.98,12.22,12.47
Czechia,Butter,Revenue,Total,million USD (US$),Statista,114.8,99.88,104.5,115.4,127.4,131,135.8,155.3,170.6,176.2,182.5,189.1,196,190.9
Czechia,Butter,Revenue Change,Total,percent,Statista,,-12.997,4.626,10.431,10.399,2.826,3.664,14.359,9.852,3.283,3.575,3.616,3.649,-2.602
Czechia,Butter,Average Revenue per Capita,Total,USD (US$),Statista,10.84,9.422,9.836,10.84,11.95,12.26,12.68,14.48,15.89,16.39,16.97,17.58,18.22,17.74
Czechia,Butter,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.738,99.706,99.67,99.629,99.583,99.529,,
Czechia,Butter,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.262,0.294,0.33,0.371,0.417,0.471,,
Czechia,Butter,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Butter,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Butter,Volume,Total,million liters,Statista,15.887,15.647,15.473,15.291,14.726,14.894,14.959,15.029,15.151,15.295,15.537,15.78,16.037,15.313
Czechia,Butter,Volume Change,Total,percent,Statista,,-1.51,-1.108,-1.179,-3.693,1.138,0.441,0.462,0.815,0.953,1.58,1.564,1.628,-4.515
Czechia,Butter,Average Volume per Capita,Total,liters,Statista,1.5,1.476,1.457,1.437,1.381,1.393,1.397,1.401,1.411,1.423,1.445,1.467,1.491,1.423
Czechia,Butter,... in 500-gram packs,Butter,500 g packs,Statista,3,2.952,2.914,2.874,2.761,2.787,2.794,2.803,2.822,2.847,2.89,2.934,2.981,2.847
Czechia,Butter,... in 350-gram packs,Butter,350 g packs,Statista,4.286,4.217,4.163,4.106,3.945,3.981,3.991,4.004,4.032,4.067,4.129,4.191,4.259,4.067
Czechia,Butter,... in 250-gram packs,Butter,250 g packs,Statista,6,5.904,5.829,5.748,5.523,5.573,5.588,5.605,5.645,5.693,5.78,5.868,5.962,5.693
Czechia,Other Oils & Fats,Price per Unit,Average,USD (US$),Statista,6.026,5.287,5.555,6.168,7.027,7.1,7.318,8.307,9.052,9.26,9.445,9.634,9.826,10.02
Czechia,Other Oils & Fats,Revenue,Total,million USD (US$),Statista,85.69,74.51,77.88,85.98,94.9,97.56,101.1,115.5,127.1,131.4,136.3,141.3,146.6,144.5
Czechia,Other Oils & Fats,Revenue Change,Total,percent,Statista,,-13.047,4.523,10.401,10.375,2.803,3.629,14.243,10.043,3.383,3.729,3.668,3.751,-1.432
Czechia,Other Oils & Fats,Average Revenue per Capita,Total,USD (US$),Statista,8.09,7.028,7.334,8.08,8.898,9.127,9.439,10.77,11.84,12.23,12.67,13.13,13.63,13.43
Czechia,Other Oils & Fats,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.738,99.706,99.67,99.629,99.583,99.529,,
Czechia,Other Oils & Fats,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.262,0.294,0.33,0.371,0.417,0.471,,
Czechia,Other Oils & Fats,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Other Oils & Fats,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Other Oils & Fats,Volume,Total,million kilograms,Statista,14.22,14.091,14.02,13.939,13.505,13.741,13.813,13.903,14.039,14.192,14.429,14.665,14.918,14.418
Czechia,Other Oils & Fats,Volume Change,Total,percent,Statista,,-0.907,-0.505,-0.579,-3.112,1.746,0.525,0.654,0.977,1.088,1.67,1.636,1.731,-3.355
Czechia,Other Oils & Fats,Average Volume per Capita,Total,kilograms,Statista,1.343,1.329,1.32,1.31,1.266,1.285,1.29,1.296,1.308,1.321,1.342,1.363,1.387,1.34
Czechia,Margarine,Price per Unit,Average,USD (US$),Statista,4.713,4.118,4.306,4.761,5.399,5.431,5.592,6.337,6.905,7.064,7.205,7.35,7.497,7.646
Czechia,Margarine,Revenue,Total,million USD (US$),Statista,64.93,55.89,57.83,63.2,69.05,70.25,72.03,81.44,63.92,84.38,87.51,90.33,94.17,92.33
Czechia,Margarine,Revenue Change,Total,percent,Statista,,-13.923,3.471,9.286,9.256,1.738,2.534,13.064,-21.513,32.009,3.709,3.222,4.251,-1.954
Czechia,Margarine,Average Revenue per Capita,Total,USD (US$),Statista,6.131,5.272,5.446,5.939,6.474,6.572,6.726,7.594,5.954,7.853,8.138,8.397,8.753,8.582
Czechia,Margarine,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.738,99.706,99.67,99.63,99.583,99.529,,
Czechia,Margarine,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.262,0.294,0.33,0.37,0.417,0.471,,
Czechia,Margarine,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Margarine,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Margarine,Volume,Total,million liters,Statista,13.776,13.574,13.429,13.275,12.788,12.935,12.88,12.851,9.257,11.945,12.145,12.29,12.562,12.075
Czechia,Margarine,Volume Change,Total,percent,Statista,,-1.465,-1.069,-1.148,-3.67,1.155,-0.426,-0.231,-27.963,29.04,1.668,1.198,2.212,-3.874
Czechia,Margarine,Average Volume per Capita,Total,liters,Statista,1.301,1.28,1.265,1.248,1.199,1.21,1.203,1.198,0.862,1.112,1.129,1.143,1.168,1.122
Czechia,Margarine,... in 500-gram packs,Margarine,500 g packs,Statista,2.601,2.561,2.529,2.495,2.398,2.42,2.406,2.396,1.724,2.223,2.259,2.285,2.335,2.245
Czechia,Margarine,... in 350-gram packs,Margarine,350 g packs,Statista,3.716,3.658,3.613,3.564,3.426,3.458,3.436,3.424,2.463,3.176,3.227,3.264,3.336,3.207
Czechia,Margarine,... in 250-gram packs,Margarine,250 g packs,Statista,5.203,5.122,5.059,4.99,4.796,4.841,4.811,4.793,3.449,4.446,4.518,4.57,4.67,4.49
Czechia,Sauces & Spices,Price per Unit,Average,USD (US$),Statista,2.995,2.542,2.582,2.772,3.051,2.977,3.041,3.403,3.713,3.803,3.881,3.962,4.041,4.121
Czechia,Sauces & Spices,Price per Unit,Other Sauces,USD (US$),Statista,2.644,2.22,2.232,2.372,2.586,2.5,2.536,2.819,3.071,3.142,3.205,3.269,3.334,3.401
Czechia,Sauces & Spices,Price per Unit,Spices & Culinary Herbs,USD (US$),Statista,12.05,10.32,10.55,11.38,12.57,12.31,12.59,14.1,15.37,15.72,16.04,16.36,16.68,17.02
Czechia,Sauces & Spices,Price per Unit,Tomato Ketchup,USD (US$),Statista,1.413,1.215,1.251,1.362,1.519,1.503,1.552,1.754,1.911,1.955,1.994,2.034,2.075,2.117
Czechia,Sauces & Spices,Revenue,Total,million USD (US$),Statista,339,294.5,307.5,339.1,373.9,383.9,397.3,453.5,505.4,528.7,552.6,576.9,602.8,634.1
Czechia,Sauces & Spices,Revenue,Other Sauces,million USD (US$),Statista,168.4,146.1,152.4,167.9,184.9,189.7,196.2,223.7,250.3,262.6,275.1,287.7,301.4,322.3
Czechia,Sauces & Spices,Revenue,Spices & Culinary Herbs,million USD (US$),Statista,114.1,99.27,103.8,114.7,126.7,130.3,135.1,154.5,172.1,180.1,188.2,196.5,205,213.2
Czechia,Sauces & Spices,Revenue,Tomato Ketchup,million USD (US$),Statista,56.6,49.12,51.25,56.47,62.22,63.85,66.03,75.31,83.03,86,89.36,92.75,96.49,98.57
Czechia,Sauces & Spices,Revenue Change,Total,percent,Statista,,-13.127,4.414,10.276,10.262,2.675,3.49,14.145,11.444,4.61,4.521,4.397,4.49,5.192
Czechia,Sauces & Spices,Revenue Change,Other Sauces,percent,Statista,,-13.242,4.312,10.171,10.125,2.596,3.426,14.016,11.891,4.914,4.76,4.58,4.762,6.934
Czechia,Sauces & Spices,Revenue Change,Spices & Culinary Herbs,percent,Statista,,-12.997,4.563,10.501,10.462,2.841,3.684,14.36,11.392,4.648,4.498,4.41,4.326,4
Czechia,Sauces & Spices,Revenue Change,Tomato Ketchup,percent,Statista,,-13.216,4.336,10.185,10.182,2.62,3.414,14.054,10.251,3.577,3.907,3.794,4.032,2.156
Czechia,Sauces & Spices,Average Revenue per Capita,Total,USD (US$),Statista,32.01,27.78,28.95,31.86,35.05,35.92,37.1,42.29,47.07,49.2,51.39,53.63,56.03,58.94
Czechia,Sauces & Spices,Average Revenue per Capita,Other Sauces,USD (US$),Statista,15.9,13.78,14.35,15.78,17.34,17.75,18.32,20.86,23.31,24.44,25.58,26.75,28.01,29.96
Czechia,Sauces & Spices,Average Revenue per Capita,Spices & Culinary Herbs,USD (US$),Statista,10.77,9.363,9.778,10.78,11.88,12.19,12.62,14.41,16.03,16.76,17.5,18.26,19.05,19.82
Czechia,Sauces & Spices,Average Revenue per Capita,Tomato Ketchup,USD (US$),Statista,5.344,4.633,4.826,5.307,5.834,5.973,6.166,7.022,7.733,8.003,8.311,8.623,8.969,9.162
Czechia,Sauces & Spices,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.75,99.718,99.68,99.637,99.587,99.529,,
Czechia,Sauces & Spices,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.25,0.282,0.32,0.363,0.413,0.471,,
Czechia,Sauces & Spices,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Sauces & Spices,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Sauces & Spices,Volume,Total,million kilograms,Statista,113.202,115.831,119.057,122.333,122.545,128.957,130.643,133.248,136.124,139.018,142.38,145.62,149.171,153.872
Czechia,Sauces & Spices,Volume,Other Sauces,million kilograms,Statista,63.679,65.794,68.261,70.774,71.518,75.9,77.373,79.365,81.484,83.582,85.84,88.017,90.384,94.771
Czechia,Sauces & Spices,Volume,Spices & Culinary Herbs,million kilograms,Statista,9.464,9.62,9.842,10.08,10.076,10.588,10.733,10.953,11.201,11.453,11.733,12.01,12.285,12.53
Czechia,Sauces & Spices,Volume,Tomato Ketchup,million kilograms,Statista,40.059,40.416,40.954,41.479,40.952,42.469,42.538,42.929,43.44,43.983,44.807,45.593,46.502,46.57
Czechia,Sauces & Spices,Volume Change,Total,percent,Statista,,2.322,2.785,2.752,0.173,5.232,1.308,1.994,2.158,2.126,2.418,2.275,2.439,3.151
Czechia,Sauces & Spices,Volume Change,Other Sauces,percent,Statista,,3.321,3.75,3.682,1.051,6.127,1.941,2.575,2.669,2.575,2.702,2.536,2.689,4.855
Czechia,Sauces & Spices,Volume Change,Spices & Culinary Herbs,percent,Statista,,1.652,2.305,2.418,-0.044,5.089,1.363,2.056,2.256,2.253,2.447,2.358,2.294,1.993
Czechia,Sauces & Spices,Volume Change,Tomato Ketchup,percent,Statista,,0.891,1.33,1.282,-1.271,3.706,0.162,0.92,1.188,1.252,1.872,1.755,1.994,0.146
Czechia,Sauces & Spices,Average Volume per Capita,Total,kilograms,Statista,10.688,10.926,11.212,11.496,11.49,12.064,12.199,12.425,12.678,12.937,13.242,13.538,13.865,14.302
Czechia,Sauces & Spices,Average Volume per Capita,Other Sauces,kilograms,Statista,6.013,6.206,6.428,6.651,6.705,7.101,7.225,7.4,7.589,7.778,7.983,8.183,8.401,8.809
Czechia,Sauces & Spices,Average Volume per Capita,Spices & Culinary Herbs,kilograms,Statista,0.894,0.907,0.927,0.947,0.945,0.991,1.002,1.021,1.043,1.066,1.091,1.116,1.142,1.165
Czechia,Sauces & Spices,Average Volume per Capita,Tomato Ketchup,kilograms,Statista,3.782,3.812,3.857,3.898,3.84,3.973,3.972,4.003,4.046,4.093,4.167,4.239,4.322,4.329
Czechia,Spices & Culinary Herbs,Price per Unit,Average,USD (US$),Statista,12.05,10.32,10.55,11.38,12.57,12.31,12.59,14.1,15.37,15.72,16.04,16.36,16.68,17.02
Czechia,Spices & Culinary Herbs,Revenue,Total,million USD (US$),Statista,114.1,99.27,103.8,114.7,126.7,130.3,135.1,154.5,172.1,180.1,188.2,196.5,205,213.2
Czechia,Spices & Culinary Herbs,Revenue Change,Total,percent,Statista,,-12.997,4.563,10.501,10.462,2.841,3.684,14.36,11.392,4.648,4.498,4.41,4.326,4
Czechia,Spices & Culinary Herbs,Average Revenue per Capita,Total,USD (US$),Statista,10.77,9.363,9.778,10.78,11.88,12.19,12.62,14.41,16.03,16.76,17.5,18.26,19.05,19.82
Czechia,Spices & Culinary Herbs,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.75,99.718,99.68,99.637,99.587,99.529,,
Czechia,Spices & Culinary Herbs,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.25,0.282,0.32,0.363,0.413,0.471,,
Czechia,Spices & Culinary Herbs,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Spices & Culinary Herbs,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Spices & Culinary Herbs,Volume,Total,million kilograms,Statista,9.464,9.62,9.842,10.08,10.076,10.588,10.733,10.953,11.201,11.453,11.733,12.01,12.285,12.53
Czechia,Spices & Culinary Herbs,Volume Change,Total,percent,Statista,,1.652,2.305,2.418,-0.044,5.089,1.363,2.056,2.256,2.253,2.447,2.358,2.294,1.993
Czechia,Spices & Culinary Herbs,Average Volume per Capita,Total,kilograms,Statista,0.894,0.907,0.927,0.947,0.945,0.991,1.002,1.021,1.043,1.066,1.091,1.116,1.142,1.165
Czechia,Tomato Ketchup,Price per Unit,Average,USD (US$),Statista,1.413,1.215,1.251,1.362,1.519,1.503,1.552,1.754,1.911,1.955,1.994,2.034,2.075,2.117
Czechia,Tomato Ketchup,Revenue,Total,million USD (US$),Statista,56.6,49.12,51.25,56.47,62.22,63.85,66.03,75.31,83.03,86,89.36,92.75,96.49,98.57
Czechia,Tomato Ketchup,Revenue Change,Total,percent,Statista,,-13.216,4.336,10.185,10.182,2.62,3.414,14.054,10.251,3.577,3.907,3.794,4.032,2.156
Czechia,Tomato Ketchup,Average Revenue per Capita,Total,USD (US$),Statista,5.344,4.633,4.826,5.307,5.834,5.973,6.166,7.022,7.733,8.003,8.311,8.623,8.969,9.162
Czechia,Tomato Ketchup,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.75,99.718,99.68,99.637,99.587,99.529,,
Czechia,Tomato Ketchup,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.25,0.282,0.32,0.363,0.413,0.471,,
Czechia,Tomato Ketchup,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Tomato Ketchup,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Tomato Ketchup,Volume,Total,million kilograms,Statista,40.059,40.416,40.954,41.479,40.952,42.469,42.538,42.929,43.44,43.983,44.807,45.593,46.502,46.57
Czechia,Tomato Ketchup,Volume Change,Total,percent,Statista,,0.891,1.33,1.282,-1.271,3.706,0.162,0.92,1.188,1.252,1.872,1.755,1.994,0.146
Czechia,Tomato Ketchup,Average Volume per Capita,Total,kilograms,Statista,3.782,3.812,3.857,3.898,3.84,3.973,3.972,4.003,4.046,4.093,4.167,4.239,4.322,4.329
Czechia,Tomato Ketchup,... in 750-milliliter bottles,Tomato Ketchup,750 mL bottles,Statista,5.043,5.083,5.142,5.197,5.119,5.297,5.296,5.337,5.394,5.457,5.556,5.651,5.763,5.772
Czechia,Tomato Ketchup,... in 500-milliliter bottles,Tomato Ketchup,500 mL bottles,Statista,7.565,7.625,7.713,7.796,7.679,7.946,7.944,8.006,8.092,8.186,8.334,8.477,8.644,8.657
Czechia,Tomato Ketchup,... in 300-milliliter bottles,Tomato Ketchup,300 mL bottles,Statista,12.608,12.708,12.856,12.993,12.799,13.244,13.241,13.343,13.486,13.643,13.89,14.129,14.407,14.429
Czechia,Other Sauces,Price per Unit,Average,USD (US$),Statista,2.644,2.22,2.232,2.372,2.586,2.5,2.536,2.819,3.071,3.142,3.205,3.269,3.334,3.401
Czechia,Other Sauces,Revenue,Total,million USD (US$),Statista,168.4,146.1,152.4,167.9,184.9,189.7,196.2,223.7,250.3,262.6,275.1,287.7,301.4,322.3
Czechia,Other Sauces,Revenue Change,Total,percent,Statista,,-13.242,4.312,10.171,10.125,2.596,3.426,14.016,11.891,4.914,4.76,4.58,4.762,6.934
Czechia,Other Sauces,Average Revenue per Capita,Total,USD (US$),Statista,15.9,13.78,14.35,15.78,17.34,17.75,18.32,20.86,23.31,24.44,25.58,26.75,28.01,29.96
Czechia,Other Sauces,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.75,99.718,99.68,99.637,99.587,99.529,,
Czechia,Other Sauces,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.25,0.282,0.32,0.363,0.413,0.471,,
Czechia,Other Sauces,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Other Sauces,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Other Sauces,Volume,Total,million kilograms,Statista,63.679,65.794,68.261,70.774,71.518,75.9,77.373,79.365,81.484,83.582,85.84,88.017,90.384,94.771
Czechia,Other Sauces,Volume Change,Total,percent,Statista,,3.321,3.75,3.682,1.051,6.127,1.941,2.575,2.669,2.575,2.702,2.536,2.689,4.855
Czechia,Other Sauces,Average Volume per Capita,Total,kilograms,Statista,6.013,6.206,6.428,6.651,6.705,7.101,7.225,7.4,7.589,7.778,7.983,8.183,8.401,8.809
Czechia,Ready-to-Eat Meals,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,12.44,,,,,,
Czechia,Ready-to-Eat Meals,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,26.316,,,,,,
Czechia,Ready-to-Eat Meals,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,26.794,,,,,,
Czechia,Ready-to-Eat Meals,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,20.574,,,,,,
Czechia,Ready-to-Eat Meals,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,13.876,,,,,,
Czechia,Ready-to-Eat Meals,Users by Income,high income,percent,Statista Global Consumer Survey|Statista,,,,,,,,27.811,,,,,,
Czechia,Ready-to-Eat Meals,Users by Income,low income,percent,Statista Global Consumer Survey|Statista,,,,,,,,34.32,,,,,,
Czechia,Ready-to-Eat Meals,Users by Income,medium income,percent,Statista Global Consumer Survey|Statista,,,,,,,,37.87,,,,,,
Czechia,Ready-to-Eat Meals,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,38.756,,,,,,
Czechia,Ready-to-Eat Meals,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,61.244,,,,,,
Czechia,Ready-to-Eat Meals,Price per Unit,Average,USD (US$),Statista,3.993,3.424,3.516,3.814,4.245,4.189,4.302,4.842,5.277,5.398,5.506,5.616,5.728,5.843
